"","ss1","ss2","ss3","ss4","ss5","ss6","ss7","ss8","totalRock","response.cor","fwd.error1","fwd.error2","forecast"
"1879",62,67,100,351,428,729,818,840,42,5,0.303560056368228,0.0783308069039936,3.99263594117748
"1880",197,470,491,621,651,653,683,840,40,4,0.303584823721951,0.13610141888672,3.85156215042636
"1881",191,201,290,340,561,670,741,804,46,4,0.304064121665552,0.442137945452,3.13165308442635
"1882",155,191,330,423,535,602,719,836,30,3,0.30431292383862,0.035203790055585,3.59778295916631
"1883",14,165,198,327,408,451,787,798,49,3,0.305172613141599,0.00959073970053881,3.60910165169484
"1884",32,45,142,377,496,657,805,840,52,6,0.305338097687911,0.51474994896593,3.22666565116236
"1885",25,291,292,405,474,529,670,735,50,6,0.306582839059916,0.110671085653544,3.71246994173286
"1886",73,173,201,344,399,502,523,713,23,2,0.30661798009661,0.108721141856447,3.73401358371836
"1887",130,210,215,442,455,635,715,795,34,2,0.307102600281405,0.148090879818123,3.62979356310152
"1888",10,26,233,497,611,705,840,842,47,5,0.307260575144924,0.354890094447963,3.30642219277758
"1889",31,83,127,267,271,580,839,840,55,4,0.307325881931269,0.533185410882711,3.93391225769672
"1890",79,285,483,528,619,675,676,794,50,6,0.308250025278255,0.0481484637048024,3.42600063142751
"1891",19,102,490,522,558,591,775,833,40,5,0.308281224429043,0.123148063610198,3.61696329359826
"1892",4,72,187,206,625,626,671,761,47,2,0.308440857631906,0.220131113682946,3.70804510311257
"1893",139,236,308,315,412,613,676,752,50,2,0.310140724517061,0.205522740087454,3.64761443311272
"1894",134,267,275,429,464,540,547,740,56,3,0.310374145038768,0.154790470140748,3.77140427552218
"1895",93,209,464,485,624,626,762,791,32,3,0.310647117975243,0.259947480337377,3.84085344653023
"1896",103,211,332,453,580,691,775,833,42,4,0.310672524025056,0.0617853042172678,3.77684055462593
"1897",43,74,111,153,352,440,816,840,38,5,0.310836405779586,0.341780995956261,3.31572274524297
"1898",51,156,191,423,447,580,640,670,49,7,0.310909323969935,0.0212103002843551,3.76345302233138
"1899",29,62,388,474,574,595,833,852,33,3,0.311063927040131,0.51727885684173,3.17963785469628
"1900",120,125,131,583,619,622,640,695,47,3,0.311124630093084,0.182257390065986,3.76090069020283
"1901",75,155,274,361,599,794,816,833,36,4,0.311556860089597,0.303754999199888,3.65922953730842
"1902",201,505,566,582,606,649,672,814,51,5,0.312480137326929,0.416873034346017,3.30638597034763
"1903",66,162,171,340,350,427,610,619,46,3,0.312517563857943,0.103711118739271,1.81034359801071
"1904",159,354,496,547,592,692,695,840,46,2,0.312685120349348,0.537118903390752,3.19085139626822
"1905",8,48,199,352,546,553,767,840,57,6,0.312841927634429,0.337754362578882,3.32145809833717
